start,end,speaker,text,predicted
422.61471875,423.52596875,b'SPEAKER_00', County,アンジュ・カトリーナ
423.52596875,423.54284375,b'SPEAKER_02',ご視聴ありがとうございました,リゼ・ヘルエスタ
423.54284375,423.55971875,b'SPEAKER_00',ご視聴ありがとうございました,アンジュ・カトリーナ
423.55971875,424.03221875,b'SPEAKER_02',,
423.96471875,423.99846875,b'SPEAKER_00',,
423.99846875,424.13346875,b'SPEAKER_01',ご視聴ありがとうございました!,戌亥とこ
424.13346875,424.23471875,b'SPEAKER_00',,
426.52971875,430.0228437500001,b'SPEAKER_00',動いちゃった,アンジュ・カトリーナ
430.0228437500001,430.95096875,b'SPEAKER_01',やっこいいねーやばい,アンジュ・カトリーナ
430.95096875,430.96784375,b'SPEAKER_00',ご視聴ありがとうございました,リゼ・ヘルエスタ
430.96784375,431.20409375,b'SPEAKER_01',,
431.20409375,431.45721875,b'SPEAKER_00',,
431.45721875,431.54159375,b'SPEAKER_01',字幕視聴ありがとうございました!,戌亥とこ
431.54159375,431.98034375,b'SPEAKER_00',wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,アンジュ・カトリーナ
434.10659375,436.08096875,b'SPEAKER_01',すごいベクトルで消えてくる,アンジュ・カトリーナ
436.75596875,438.89909375,b'SPEAKER_01',化粧水とかじゃん鏡,アンジュ・カトリーナ
439.06784375,440.40096875,b'SPEAKER_01',あーだねこれね,アンジュ・カトリーナ
440.41784375,443.05034375,b'SPEAKER_01',そうか、ちょうだいか。え、すごい!ふすまだ、これ。,アンジュ・カトリーナ
440.51909375,441.9028437500001,b'SPEAKER_00',そうか、兄弟か!,アンジュ・カトリーナ
446.32409375,448.75409375,b'SPEAKER_01',まあ、全部巡るのは多分,アンジュ・カトリーナ
449.41221875,451.1503437500001,b'SPEAKER_01',無理とは思う,戌亥とこ
449.9184687500001,450.03659375,b'SPEAKER_00',,
450.03659375,450.3403437500001,b'SPEAKER_02',,
450.3403437500001,450.35721875,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
451.26846875,453.17534375,b'SPEAKER_01',でも、魚市場かここは,戌亥とこ
453.78284375,455.48721875,b'SPEAKER_01',おー!,戌亥とこ
456.53346875000005,457.59659375,b'SPEAKER_02',うおー!,戌亥とこ
458.47409375,460.65096875,b'SPEAKER_01',魚だけにウォーってね,アンジュ・カトリーナ
465.32534375,467.90721875,b'SPEAKER_00',あぁあって言うねんwww,アンジュ・カトリーナ
467.9915937500001,469.78034375,b'SPEAKER_00',あはは、ビデオ,アンジュ・カトリーナ
470.86034375,476.26034375,b'SPEAKER_00',私の歯をそんなに使わないで!うるせー!なんだよ!,アンジュ・カトリーナ
472.04159375,472.76721875,b'SPEAKER_01',,
473.0540937500001,473.59409375,b'SPEAKER_01',www,アンジュ・カトリーナ
475.6528437500001,476.24346875,b'SPEAKER_01', discussion,戌亥とこ
476.26034375,476.51346875,b'SPEAKER_01',,
479.51721875,481.71096875,b'SPEAKER_01',はーとか言われるより辛いタイプの,アンジュ・カトリーナ
479.88846875,481.54221875,b'SPEAKER_00',とか言われるより辛いタイプ,戌亥とこ
481.54221875,481.62659375,b'SPEAKER_02',,
482.38596875,484.64721875,b'SPEAKER_01',2022年だっつーのによ,アンジュ・カトリーナ
482.62221875000006,483.2465937500001,b'SPEAKER_00',,
489.06846875,493.84409375,b'SPEAKER_01',とーちゃんが反抗機にやっちゃったって言っちゃうのと?怒っちゃった,アンジュ・カトリーナ
489.16971875,489.9628437500001,b'SPEAKER_02',おばあちゃんが反応,アンジュ・カトリーナ
494.08034375000005,496.18971875000005,b'SPEAKER_01',めっちゃサコのいる,アンジュ・カトリーナ
495.16034375,495.22784375,b'SPEAKER_02',,
496.18971875000005,496.34159375,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
498.7884687500001,502.24784375,b'SPEAKER_01',もしかして、あれ?遠近法令でかく見えるだけじゃない?誰かおる!,アンジュ・カトリーナ
504.13784375000006,505.87596875,b'SPEAKER_01',誰かもいる!本当だ!,アンジュ・カトリーナ
504.77909375,505.38659375,b'SPEAKER_02',もう、いろいろと…,アンジュ・カトリーナ
506.65221875,507.2259687500001,b'SPEAKER_02',本日もお会いしましょう!,戌亥とこ
508.0697187500001,511.91721875,b'SPEAKER_01',足終わったんじゃないか?ミリオさんたちお疲れ様でした,アンジュ・カトリーナ
510.07784375000006,511.66409375,b'SPEAKER_02',おーおーおー,アンジュ・カトリーナ
514.1784687500001,518.61659375,b'SPEAKER_01',今日出走だったんじゃないかあれあれあれお疲れ様です-これいただきますくれない?どうもどうも,アンジュ・カトリーナ
515.68034375,515.7478437500001,b'SPEAKER_00',,
515.7478437500001,516.3215937499999,b'SPEAKER_02',お疲れ様でした,戌亥とこ
516.3215937499999,517.4015937500001,b'SPEAKER_00',ではこれいただきます,戌亥とこ
518.9540937500001,524.21909375,b'SPEAKER_01',あ、温泉タモいっぱい作ったやな温泉タモ可愛いお疲れ様でーす頭についてる,アンジュ・カトリーナ
521.01284375,521.9072187500001,b'SPEAKER_00',When I want this,戌亥とこ
521.9072187500001,522.0759687500001,b'SPEAKER_02',,
522.0759687500001,522.44721875,b'SPEAKER_00',本当?,アンジュ・カトリーナ
524.8940937500001,526.3959687500001,b'SPEAKER_01',カラフルで可愛いな,アンジュ・カトリーナ
525.4172187500001,525.65346875,b'SPEAKER_00',だから,戌亥とこ
526.49721875,527.1384687500001,b'SPEAKER_01',かわいいね,戌亥とこ
527.6953437500001,533.2978437500001,b'SPEAKER_01',ね、かわいい確かさっき出走だった気がするから戻られたんだ終わったんだなお疲れ様です,アンジュ・カトリーナ
531.4922187500001,533.21346875,b'SPEAKER_00',終わったんだな お疲れ様です,アンジュ・カトリーナ
534.5803437500001,535.6772187500001,b'SPEAKER_01',いいですね,戌亥とこ
536.58846875,540.3684687500001,b'SPEAKER_01',この顔文字っぽいやつ、これどうやって手に入れるんだっけ?なんか言ってたよなぁ,アンジュ・カトリーナ
540.7903437500001,543.81096875,b'SPEAKER_01',スタンプっぽいやつあるねエモートっぽいの,アンジュ・カトリーナ
541.0603437500001,542.4778437500001,b'SPEAKER_00',スタンプっぽいやつ,アンジュ・カトリーナ
544.33409375,549.9197187500001,b'SPEAKER_01',なんかポイント交換みたいな言ってなかったけどなんかそんなにやったよなちょっと待って私ら,アンジュ・カトリーナ
550.7634687500001,551.64096875,b'SPEAKER_01',バカポスイン,戌亥とこ
553.61534375,558.57659375,b'SPEAKER_01',そんなことないそんなことない全然お喜びだし全然全然,アンジュ・カトリーナ
555.6909687500001,556.0959687500001,b'SPEAKER_02',,
560.80409375,561.52971875,b'SPEAKER_01', bored out boy,戌亥とこ
561.96846875,566.32221875,b'SPEAKER_01',なんか動画から見られてる気がするけどこれで温泉回ってる人みたいじゃない?,アンジュ・カトリーナ
562.08659375,562.20471875,b'SPEAKER_00',,
562.20471875,563.47034375,b'SPEAKER_02',,
563.47034375,563.48721875,b'SPEAKER_00',,
563.8415937500001,563.8584687499999,b'SPEAKER_00',,
563.8584687499999,564.9722187500001,b'SPEAKER_02',これで温泉?,アンジュ・カトリーナ
564.9722187500001,565.03971875,b'SPEAKER_00',,
568.1615937500001,568.81971875,b'SPEAKER_01',マナーバッ,戌亥とこ
572.07659375,574.32096875,b'SPEAKER_01',主脳を受けるしても もうすねーくん えーと,アンジュ・カトリーナ
576.95346875,582.60659375,b'SPEAKER_01',上がれないのか?あれは飛べる人だけのなるほどね風産権限権限だなんかここ飛び降りそうなのがある,アンジュ・カトリーナ
579.4509687500001,579.8728437500001,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
579.8728437500001,579.8897187499999,b'SPEAKER_00',,
582.8090937500001,583.5347187500001,b'SPEAKER_01',いや、死ぬぞ!,リゼ・ヘルエスタ
586.25159375,587.7197187500001,b'SPEAKER_01',いや、うーん気をつけたよ,アンジュ・カトリーナ
587.23034375,587.4328437500001,b'SPEAKER_02',,
588.1922187499999,593.7947187500001,b'SPEAKER_01',本当の辺りを狙ったヒュンが聞こえたけど気のせい気のせい死ぬぞって言った上で叩くのはもう殺すって意味が,アンジュ・カトリーナ
589.81221875,589.8459687500001,b'SPEAKER_00',,
589.8459687500001,590.7234687499999,b'SPEAKER_02',神 Tiffany's,戌亥とこ
593.82846875,594.13221875,b'SPEAKER_01',w,戌亥とこ
594.72284375,598.75596875,b'SPEAKER_01',いやいや、アイス食べようとしただけ。アイス食べようと。ああ、ほんとだ。死ぬぞ、パカー!みたいな。,アンジュ・カトリーナ
594.97596875,595.0265937500001,b'SPEAKER_02',,
595.0265937500001,595.26284375,b'SPEAKER_00',,
595.26284375,595.4822187500001,b'SPEAKER_02',バイ!,戌亥とこ
595.4822187500001,595.8872187500001,b'SPEAKER_00',,
597.40596875,597.5747187500001,b'SPEAKER_00',,
597.5747187500001,597.9797187500001,b'SPEAKER_02',パカッ,戌亥とこ
599.5659687500001,614.7197187500001,b'SPEAKER_01',そうそうそうそう死を意識した途端にね生存法の方がお楽しみだなそうそう食欲が沸いてあーなるほどねふくらってやったらねなら、ならしゃーないわね、全然そうじゃんお前もなんか言いがかりみたいになっちゃったよいやいいよいいよ明日もね、気持ちいいし一緒に行くし仲良くしといても全然全然、ならね,戌亥とこ
602.6709687499999,602.7553437500001,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
602.7553437500001,603.97034375,b'SPEAKER_02',そもそも食欲がわいてる,戌亥とこ
603.97034375,604.27409375,b'SPEAKER_00',ヘッ,戌亥とこ
604.27409375,604.84784375,b'SPEAKER_02',,
604.84784375,604.8815937500001,b'SPEAKER_00',,
604.8815937500001,606.53534375,b'SPEAKER_02', asegく✋,戌亥とこ
606.53534375,606.65346875,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
607.1259687500001,607.1765937499999,b'SPEAKER_00',,
607.1765937499999,607.2778437500001,b'SPEAKER_02',,
608.08784375,608.6784687500001,b'SPEAKER_02',そうです、すごい大変な,戌亥とこ
608.6784687500001,608.7122187500001,b'SPEAKER_00',,
610.01159375,610.02846875,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
610.02846875,610.41659375,b'SPEAKER_02',,
614.9897187500001,615.8672187500001,b'SPEAKER_01',はゆ引きで,アンジュ・カトリーナ
618.9722187500001,620.28846875,b'SPEAKER_01',あそこのうわぁ何?,アンジュ・カトリーナ
622.83659375,623.95034375,b'SPEAKER_01',え?みんなに聞こえなかったの?,戌亥とこ
625.36784375,625.60409375,b'SPEAKER_01',いっ,アンジュ・カトリーナ
628.72596875,630.00846875,b'SPEAKER_01',ドカーンとドキコイなかった?,戌亥とこ
630.16034375,630.29534375,b'SPEAKER_01',え?,リゼ・ヘルエスタ
630.8859687500001,631.37534375,b'SPEAKER_01',,
631.6115937500001,632.42159375,b'SPEAKER_01',本当にどこ?,戌亥とこ
633.4509687500001,638.00721875,b'SPEAKER_01',なにドカンってえ、視聴者さんみんな聞こえたよねえ、聞こえたよねドコン,アンジュ・カトリーナ
639.15471875,640.9265937499999,b'SPEAKER_01',あーほらほらほらほらほら,アンジュ・カトリーナ
640.7240937500001,640.85909375,b'SPEAKER_00',,
640.9265937499999,645.9722187500001,b'SPEAKER_02',なになに怖いのはどうしたのうそうそいいからさっきちょっと悪ふざけしたからって,アンジュ・カトリーナ
641.1797187500001,650.22471875,b'SPEAKER_01',なになに怖いのはどうしたの?うそうそ、おかしいおかしいいやいやいや、いやいやいやどこに行こうしようホントにもうホントに,アンジュ・カトリーナ
645.9722187500001,646.15784375,b'SPEAKER_00',ご視聴ありがとうございました!,リゼ・ヘルエスタ
646.15784375,649.26284375,b'SPEAKER_02',いやいやいや、どこに行こうしよ!,アンジュ・カトリーナ
650.54534375,660.11346875,b'SPEAKER_01',嘘になったやんな!全くひどいよなえぇ!嘘嘘!ホントだもん!絶対になってもん!ホントだもん!聞こえないわけだろ,アンジュ・カトリーナ
653.0090937500001,653.02596875,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
653.02596875,654.2409687500001,b'SPEAKER_00',Iyankyo,戌亥とこ
655.47284375,658.71284375,b'SPEAKER_00',聞こえない,アンジュ・カトリーナ
658.7465937500001,658.81409375,b'SPEAKER_00',,
660.9740937500001,663.31971875,b'SPEAKER_01',なんでちょっとまさおくみたいになるの?,アンジュ・カトリーナ
663.31971875,663.5222187500001,b'SPEAKER_00',字幕視聴ありがとうございました!,戌亥とこ
663.8259687500001,665.15909375,b'SPEAKER_00',,
665.96909375,667.0490937500001,b'SPEAKER_00',ひどいよ!,戌亥とこ
667.3022187500001,667.3190937500001,b'SPEAKER_00',ご視聴ありがとうございました,リゼ・ヘルエスタ
668.83784375,671.1159687500001,b'SPEAKER_00',うそ、そういうこと言わんにゃろ?,アンジュ・カトリーナ
671.1159687500001,671.1328437500001,b'SPEAKER_02',ご視聴ありがとうございました,リゼ・ヘルエスタ
671.1328437500001,671.9765937500001,b'SPEAKER_00',,
671.9765937500001,672.46596875,b'SPEAKER_02',,
672.46596875,672.7022187500002,b'SPEAKER_00',,
673.56284375,674.55846875,b'SPEAKER_02',うそっ,アンジュ・カトリーナ
674.9297187500001,675.68909375,b'SPEAKER_02',ぺ・ぺ・ぺ・ぺ・ぺ・ cracked,アンジュ・カトリーナ
680.22846875,682.7934687500001,b'SPEAKER_01',あ、今落としたの私は持ったかも,アンジュ・カトリーナ
680.4140937500001,682.1184687500001,b'SPEAKER_02',あ、今落としたの?私は,戌亥とこ
683.82284375,684.3290937500001,b'SPEAKER_01',どこじゃん,戌亥とこ
685.13909375,685.83096875,b'SPEAKER_01',あ、うん,戌亥とこ
685.83096875,687.2990937500001,b'SPEAKER_02',ほっとること,戌亥とこ
686.37096875,687.68721875,b'SPEAKER_01',わかった、撮れた,戌亥とこ
690.0834687500001,691.5347187500001,b'SPEAKER_01',こう?見えてる?,戌亥とこ
693.0365937500001,694.26846875,b'SPEAKER_01',こうか?見える見える,戌亥とこ
695.0615937500002,696.54659375,b'SPEAKER_01',泣いてる!どうしたいのに!,戌亥とこ
697.6772187500001,697.91346875,b'SPEAKER_01',CM図柄みたいにブラックな雷効果があるので、,戌亥とこ
698.60534375,699.49971875,b'SPEAKER_01',あ、あ、感じ悪い,戌亥とこ
702.1828437500001,702.41909375,b'SPEAKER_01',,
707.44784375,708.32534375,b'SPEAKER_01',もっと失敗して,戌亥とこ
710.6203437500001,711.58221875,b'SPEAKER_01',もう一回失敗,戌亥とこ
711.86909375,714.38346875,b'SPEAKER_01',心配してもう一回あんどいさいに,アンジュ・カトリーナ
716.9822187500001,727.3603437500001,b'SPEAKER_01',大丈夫?よかった!よかった!全然大丈夫みたい!よかった!心配で損したで!よかったやん!今のさ、もう一回心配して、めっちゃ地域川のモモンが…,戌亥とこ
718.1128437500001,718.1297187499999,b'SPEAKER_00',ご視聴ありがとうございました,リゼ・ヘルエスタ
718.16346875,718.56846875,b'SPEAKER_00',w,戌亥とこ
719.2097187500001,719.6315937500001,b'SPEAKER_00',,
722.95596875,724.66034375,b'SPEAKER_00',さぁもう一回し,アンジュ・カトリーナ
728.1028437500001,729.85784375,b'SPEAKER_01',金さんの.,アンジュ・カトリーナ
728.45721875,729.26721875,b'SPEAKER_02',ずHe Austria,アンジュ・カトリーナ
729.85784375,729.87471875,b'SPEAKER_02',ご視聴ありがとうございました,戌亥とこ
731.64659375,734.21159375,b'SPEAKER_01',おい心配しろちょっと履修してへんねんな,アンジュ・カトリーナ
737.16471875,739.08846875,b'SPEAKER_01',あー、ここは、きたな,アンジュ・カトリーナ
739.4934687500001,742.8347187500001,b'SPEAKER_01',ここは入ったとこや黄色い建物って入ってきたとこ,アンジュ・カトリーナ
740.40471875,740.4384687500001,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
743.76284375,744.35346875,b'SPEAKER_01',顔目がある,戌亥とこ
744.3703437500001,744.43784375,b'SPEAKER_01',,
744.5390937500001,744.6740937500001,b'SPEAKER_01',あ,戌亥とこ
744.8259687500001,745.01159375,b'SPEAKER_01',はい,戌亥とこ
745.31534375,746.0747187500001,b'SPEAKER_01',どうぞ,戌亥とこ
745.5347187500001,745.90596875,b'SPEAKER_02',どうぞ,戌亥とこ
748.09971875,749.4497187500001,b'SPEAKER_01',撮ってあげるから2人用,戌亥とこ
750.6140937499999,751.7109687500001,b'SPEAKER_01',どうぞ,戌亥とこ
752.16659375,752.7065937500001,b'SPEAKER_01',ねっ,戌亥とこ
753.5165937500001,754.98471875,b'SPEAKER_01',あーうちがやったらやるかな,アンジュ・カトリーナ
756.45284375,758.12346875,b'SPEAKER_01',すごいなんかキラキラしてるなこの,戌亥とこ
758.24159375,761.04284375,b'SPEAKER_01',ねーなんかすごいよねこれ,アンジュ・カトリーナ
759.3047187500001,759.62534375,b'SPEAKER_00',すみません,戌亥とこ
760.48596875,760.67159375,b'SPEAKER_00',お疲れ様でした,戌亥とこ
762.5278437500001,763.20284375,b'SPEAKER_01',あ、だれかおる,戌亥とこ
763.6415937500001,764.5190937500001,b'SPEAKER_01',あ、うまい私!,アンジュ・カトリーナ
765.6159687500001,769.37909375,b'SPEAKER_01',ほんとだ、あっいるなうまい!気を走ってる人がいるね,アンジュ・カトリーナ
767.3203437500001,767.96159375,b'SPEAKER_00',うまい!,アンジュ・カトリーナ
769.90221875,770.2397187500001,b'SPEAKER_01',ん?,リゼ・ヘルエスタ
770.77971875,774.6103437500001,b'SPEAKER_01',おいで片方開いてるよ,アンジュ・カトリーナ
771.04971875,772.31534375,b'SPEAKER_02',おいで、片方開いてるよ,アンジュ・カトリーナ
772.31534375,772.3828437500001,b'SPEAKER_00',ご視聴ありがとうございました!,戌亥とこ
774.7790937500001,774.8972187500001,b'SPEAKER_01',あ,戌亥とこ
775.15034375,775.5890937500001,b'SPEAKER_01',あ!,アンジュ・カトリーナ
777.0065937500001,777.2765937500001,b'SPEAKER_01',はっ,戌亥とこ
777.96846875,778.4072187500001,b'SPEAKER_01',,
778.66034375,779.03159375,b'SPEAKER_01',はっ,戌亥とこ
779.03159375,779.20034375,b'SPEAKER_02',,
779.20034375,779.2847187500001,b'SPEAKER_01',ご視聴ありがとうございました!,リゼ・ヘルエスタ
779.2847187500001,780.71909375,b'SPEAKER_02',ああ,戌亥とこ
780.71909375,784.3640937499999,b'SPEAKER_01',あ、シュノーケルだったね,アンジュ・カトリーナ
780.73596875,786.2878437500001,b'SPEAKER_02',足の動きが聞いてる立って!立って!,アンジュ・カトリーナ
784.51596875,786.4734687499999,b'SPEAKER_01',立って!,アンジュ・カトリーナ
786.4734687499999,786.67596875,b'SPEAKER_02',,
786.67596875,788.63346875,b'SPEAKER_01',はい、撮った撮った、はいありがとう,戌亥とこ
789.8484687499999,791.29971875,b'SPEAKER_01',死ぬだけでいいんか,戌亥とこ
792.8859687500001,794.4384687500001,b'SPEAKER_01',顔が出てきたこれ,アンジュ・カトリーナ
793.27409375,793.54409375,b'SPEAKER_02',ww,戌亥とこ
794.9109687500002,796.8684687500001,b'SPEAKER_01',カメンカメン、あれ?ここ行ってないんじゃない?,アンジュ・カトリーナ
798.30284375,803.36534375,b'SPEAKER_01',ここがあのでかいやつだな多分あ、ほんとだ!ここ行ってないこれだこれだ,アンジュ・カトリーナ
800.44596875,800.4797187500001,b'SPEAKER_00',,
800.4797187500001,801.25596875,b'SPEAKER_02',あ、ここに行ってんだ!,アンジュ・カトリーナ
801.25596875,801.39096875,b'SPEAKER_00',ご視聴ありがとうございました!,アンジュ・カトリーナ
801.39096875,801.4584687500001,b'SPEAKER_02',ご視聴ありがとうございました!,戌亥とこ
801.4584687500001,801.4922187500001,b'SPEAKER_00',,
802.23471875,802.25159375,b'SPEAKER_00',ご視聴ありがとうございました,戌亥とこ
802.25159375,802.6059687500001,b'SPEAKER_02',これだよ,アンジュ・カトリーナ
802.6059687500001,803.3484687500002,b'SPEAKER_00',俺の暮らし,アンジュ・カトリーナ
